index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
10146,MakefileEditor.java, //$NON-NLS-1$,0, //$NON-NLS-1$ | MakefileEditor.java,"[0, 0, 0, 0, 0, 1, 0]"
10147,MakefileEditor.java,//$NON-NLS-1$,0,//$NON-NLS-1$ | MakefileEditor.java,"[0, 0, 0, 0, 0, 1, 0]"
10149,MakefileEditor.java, //$NON-NLS-1$,0, //$NON-NLS-1$ | MakefileEditor.java,"[0, 0, 0, 0, 0, 1, 0]"
10150,MakefileEditor.java,//$NON-NLS-1$,0,//$NON-NLS-1$ | MakefileEditor.java,"[0, 0, 0, 0, 0, 1, 0]"
10151,MakefileEditor.java,	 * @see http://bugs.eclipse.org/172331,0,	 * @see http://bugs.eclipse.org/172331 | MakefileEditor.java,"[0, 0, 0, 0, 1, 0, 0]"
10154,MakefileEditor.java,	 * @since 3.0,0,	 * @since 3.0 | MakefileEditor.java,"[0, 0, 0, 1, 0, 0, 0]"
10156,MakefileEditor.java,	 * @since 3.0,0,	 * @since 3.0 | MakefileEditor.java,"[0, 0, 0, 1, 0, 0, 0]"
10157,MakefileEditor.java,	 * @param listener	The reconcile listener to be added,0,	 * @param listener	The reconcile listener to be added | MakefileEditor.java,"[0, 0, 0, 1, 0, 0, 0]"
10158,MakefileEditor.java,	 * @return the find/replace document adapter.,0,	 * @return the find/replace document adapter. | MakefileEditor.java,"[0, 0, 0, 1, 0, 0, 0]"
10159,MakefileEditor.java,	 * The page that shows the outline.,0,	 * The page that shows the outline. | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10160,MakefileEditor.java,"	/** Pairs of brackets, used to match. */",0,"	/** Pairs of brackets, used to match. */ | MakefileEditor.java","[1, 0, 0, 0, 0, 0, 0]"
10161,MakefileEditor.java,	/** Matches the brackets. */,0,	/** Matches the brackets. */ | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10162,MakefileEditor.java,	 * The action group for folding.,0,	 * The action group for folding. | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10163,MakefileEditor.java,	 * Reconciling listeners.,0,	 * Reconciling listeners. | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10166,MakefileEditor.java,	 * Returns the find/replace document adapter.,0,	 * Returns the find/replace document adapter. | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10169,MakefileEditor.java,		// Add Makefile Editor relevant pages,0,		// Add Makefile Editor relevant pages | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10170,MakefileEditor.java,		// see http://bugs.eclipse.org/186106,0,		// see http://bugs.eclipse.org/186106 | MakefileEditor.java,"[0, 0, 0, 0, 1, 0, 0]"
10171,MakefileEditor.java,		//Enhance the stock source viewer decorator with a bracket matcher,0,		//Enhance the stock source viewer decorator with a bracket matcher | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10172,MakefileEditor.java,				// either freshly enabled or provider changed,0,				// either freshly enabled or provider changed | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10173,MakefileEditor.java,"* Resets the foldings structure according to the folding
	 * preferences.",0,"* Resets the foldings structure according to the folding
	 * preferences. | MakefileEditor.java","[1, 0, 0, 0, 0, 0, 0]"
10175,MakefileEditor.java,		// Notify listeners,0,		// Notify listeners | MakefileEditor.java,"[1, 0, 0, 0, 0, 0, 0]"
10177,AbstractCLIProcess.java,"    	// Even if the previous check didn't kick in, we may already be in the missing",0,"    	// Even if the previous check didn't kick in, we may already be in the missing | AbstractCLIProcess.java","[0, 0, 0, 0, 0, 0, 1]"
10179,AbstractCLIProcess.java,"     * If so, we'll need to pretend we are receiving the secondary prompt.",0,"     * If so, we'll need to pretend we are receiving the secondary prompt. | AbstractCLIProcess.java","[0, 0, 0, 0, 0, 0, 1]"
10180,AbstractCLIProcess.java," Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Wind River Systems   - Modified for new DSF Reference Implementation
 *     Ericsson 		  	- Modified for additional features in DSF Reference implementation",0," Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Wind River Systems   - Modified for new DSF Reference Implementation
 *     Ericsson 		  	- Modified for additional features in DSF Reference implementation | AbstractCLIProcess.java","[0, 1, 0, 0, 0, 0, 0]"
10183,AbstractCLIProcess.java,	 * @see java.lang.Process#getInputStream(),0,	 * @see java.lang.Process#getInputStream() | AbstractCLIProcess.java,"[0, 0, 0, 0, 1, 0, 0]"
10184,AbstractCLIProcess.java,	 * @see java.lang.Process#getOutputStream(),0,	 * @see java.lang.Process#getOutputStream() | AbstractCLIProcess.java,"[0, 0, 0, 0, 1, 0, 0]"
10185,AbstractCLIProcess.java,     * @since 3.0,0,     * @since 3.0 | AbstractCLIProcess.java,"[0, 0, 0, 1, 0, 0, 0]"
10187,CASTSwitchStatement.java, * @author jcamelon,0, * @author jcamelon | CASTSwitchStatement.java,"[0, 1, 0, 0, 0, 0, 0]"
10191,CompletionTest_NewTypeReference_NoPrefix.java, * @author hamer,0, * @author hamer | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 1, 0, 0, 0, 0, 0]"
10192,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getCompletionPosition(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getCompletionPosition() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10193,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedPrefix(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedPrefix() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10194,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedResultsValues(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedResultsValues() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10195,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileName(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileName() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10196,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileFullPath(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileFullPath() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10197,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileFullPath(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileFullPath() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10198,CompletionTest_NewTypeReference_NoPrefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileName(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileName() | CompletionTest_NewTypeReference_NoPrefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10200,CompletionTest_NewTypeReference_NoPrefix.java,"			// enums may not be desired, but valid",0,"			// enums may not be desired, but valid | CompletionTest_NewTypeReference_NoPrefix.java","[1, 0, 0, 0, 0, 0, 0]"
10201,MakefileStorageDocumentProvider.java," Contributors:
 * QNX Software Systems - Initial API and implementation",0," Contributors:
 * QNX Software Systems - Initial API and implementation | MakefileStorageDocumentProvider.java","[0, 1, 0, 0, 0, 0, 0]"
10202,MakefileStorageDocumentProvider.java, * MakefileStorageDocumentProvider,0, * MakefileStorageDocumentProvider | MakefileStorageDocumentProvider.java,"[1, 0, 0, 0, 0, 0, 0]"
10203,IJSFunction.java," Contributors:
 * QNX Software Systems - Initial API and implementation",0," Contributors:
 * QNX Software Systems - Initial API and implementation | IJSFunction.java","[0, 1, 0, 0, 0, 0, 0]"
10204,IJSFunction.java," * A JavaScript function from the <a href=""https://github.com/estree/estree/blob/master/spec.md#functions"">ESTree Specification</a>",0," * A JavaScript function from the <a href=""https://github.com/estree/estree/blob/master/spec.md#functions"">ESTree Specification</a> | IJSFunction.java","[1, 0, 0, 0, 0, 0, 0]"
10205,ColorPickerConnector.java, * @since 7.0.0,0, * @since 7.0.0 | ColorPickerConnector.java,"[0, 0, 0, 1, 0, 0, 0]"
10206,ColorPickerConnector.java,"/**
 * A class that defines default implementation for a color picker connector.
 * Connects the server side {@link com.vaadin.ui.ColorPicker} with the client
 * side counterpart {@link VColorPicker}
 * 
 * @since 7.0.0
 */",0,"/**
 * A class that defines default implementation for a color picker connector.
 * Connects the server side {@link com.vaadin.ui.ColorPicker} with the client
 * side counterpart {@link VColorPicker}
 * 
 * @since 7.0.0
 */ | ColorPickerConnector.java","[1, 0, 0, 0, 0, 0, 0]"
10207,CalendarClientRpc.java, * @since 7.1,0, * @since 7.1 | CalendarClientRpc.java,"[0, 0, 0, 1, 0, 0, 0]"
10208,CalendarClientRpc.java, * @author Vaadin Ltd.,0, * @author Vaadin Ltd. | CalendarClientRpc.java,"[0, 1, 0, 0, 0, 0, 0]"
10209,CBuildConfigurationManager.java,				// Clean up the configMap,0,				// Clean up the configMap | CBuildConfigurationManager.java,"[1, 0, 0, 0, 0, 0, 0]"
10210,CBuildConfigurationManager.java,				// Clean up the config settings,0,				// Clean up the config settings | CBuildConfigurationManager.java,"[1, 0, 0, 0, 0, 0, 0]"
10211,CBuildConfigurationManager.java,				// Clean up the scanner info data,0,				// Clean up the scanner info data | CBuildConfigurationManager.java,"[1, 0, 0, 0, 0, 0, 0]"
10212,AccessRequest.java,"/**
 * This request object contains all the context information to determine whether
 * a user has permission to access the target entity.
 * user       : the user who's currently accessing
 * accessType : the access type against the entity.
 * entity     : the target object user is accessing.
 * appId      : the associated app Id for current access. This could be null
 *              if no app is associated.
 * appName    : the associated app name for current access. This could be null if
 *              no app is associated.
 */",0,"/**
 * This request object contains all the context information to determine whether
 * a user has permission to access the target entity.
 * user       : the user who's currently accessing
 * accessType : the access type against the entity.
 * entity     : the target object user is accessing.
 * appId      : the associated app Id for current access. This could be null
 *              if no app is associated.
 * appName    : the associated app name for current access. This could be null if
 *              no app is associated.
 */ | AccessRequest.java","[0, 0, 1, 0, 0, 0, 0]"
10213,CModel.java,"Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Anton Leherbauer (Wind River Systems)",0,"Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Anton Leherbauer (Wind River Systems) | CModel.java","[0, 1, 0, 0, 0, 0, 0]"
10217,CModel.java,"* Finds the given project in the list of the C model's children.
	 * Returns {@code null} if not found.",0,"* Finds the given project in the list of the C model's children.
	 * Returns {@code null} if not found. | CModel.java","[1, 0, 0, 0, 0, 0, 0]"
10218,CModel.java,			// C model doesn't exist: cannot find any project.,0,			// C model doesn't exist: cannot find any project. | CModel.java,"[1, 0, 0, 0, 0, 0, 0]"
10220,CModel.java,	 * Configures and runs the {@link MultiOperation}.,0,	 * Configures and runs the {@link MultiOperation}. | CModel.java,"[1, 0, 0, 0, 0, 0, 0]"
10221,CModel.java,	// CHECKPOINT: Roots will return the hashcode of their resource,0,	// CHECKPOINT: Roots will return the hashcode of their resource | CModel.java,"[1, 0, 0, 0, 0, 0, 0]"
10222,CModel.java," Workaround for bug 15168 circular errors not reported
	 * Returns the list of C projects before resource delta processing has started.",0," Workaround for bug 15168 circular errors not reported
	 * Returns the list of C projects before resource delta processing has started. | CModel.java","[1, 0, 0, 0, 0, 0, 0]"
10225,QueueCapacitiesInfo.java, * DAO which wraps PartitionQueueCapacitiesInfo applicable for a queue,0, * DAO which wraps PartitionQueueCapacitiesInfo applicable for a queue | QueueCapacitiesInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10228,JarFinder.java,   * @param klass class.,0,   * @param klass class. | JarFinder.java,"[0, 0, 0, 1, 0, 0, 0]"
10229,JarFinder.java,   * @return path to the Jar containing the class.,0,   * @return path to the Jar containing the class. | JarFinder.java,"[0, 0, 0, 1, 0, 0, 0]"
10230,JarFinder.java," Returns the full path to the Jar containing the class. It always return a
   * JAR.",0," Returns the full path to the Jar containing the class. It always return a
   * JAR. | JarFinder.java","[0, 0, 0, 0, 0, 0, 1]"
10232,PreciousRule.java,"Prerequisites of this special target shall not be removed if make recieves an
 * asynchronous events.",0,"Prerequisites of this special target shall not be removed if make recieves an
 * asynchronous events. | PreciousRule.java","[1, 0, 0, 0, 0, 0, 0]"
10234,ReverseToggleCommandHandler.java, * @since 7.0,0, * @since 7.0 | ReverseToggleCommandHandler.java,"[0, 0, 0, 1, 0, 0, 0]"
10235,ReverseToggleCommandHandler.java,"  // Request re-evaluation of property ""org.eclipse.cdt.debug.ui.isReverseDebuggingEnabled"" to update 
                // visibility of reverse stepping commands.",0,"  // Request re-evaluation of property ""org.eclipse.cdt.debug.ui.isReverseDebuggingEnabled"" to update 
                // visibility of reverse stepping commands. | ReverseToggleCommandHandler.java","[1, 0, 0, 0, 0, 0, 0]"
10236,ReverseToggleCommandHandler.java," // Refresh reverse toggle commands with the new state of reverse enabled. 
                // This is in order to keep multiple toggle actions in UI in sync.",0," // Refresh reverse toggle commands with the new state of reverse enabled. 
                // This is in order to keep multiple toggle actions in UI in sync. | ReverseToggleCommandHandler.java","[1, 0, 0, 0, 0, 0, 0]"
10237,ReverseToggleCommandHandler.java,"     * @see org.eclipse.debug.ui.actions.DebugCommandHandler#postExecute(org.eclipse.debug.core.IRequest, java.lang.Object[])",0,"     * @see org.eclipse.debug.ui.actions.DebugCommandHandler#postExecute(org.eclipse.debug.core.IRequest, java.lang.Object[]) | ReverseToggleCommandHandler.java","[0, 0, 0, 0, 1, 0, 0]"
10238,ReverseToggleCommandHandler.java,    		// Disable tracing,0,    		// Disable tracing | ReverseToggleCommandHandler.java,"[1, 0, 0, 0, 0, 0, 0]"
10239,ReverseToggleCommandHandler.java,    		// and finally update the radio current state,0,    		// and finally update the radio current state | ReverseToggleCommandHandler.java,"[1, 0, 0, 0, 0, 0, 0]"
10242,ReverseToggleCommandHandler.java,    			// undefined trace method,0,    			// undefined trace method | ReverseToggleCommandHandler.java,"[1, 0, 0, 0, 0, 0, 0]"
10243,ReverseToggleCommandHandler.java," // Must use the stored context service.  If we try to fetch the service
        // again with the workbenchWindow, it may fail if the window is
        // already closed.",0," // Must use the stored context service.  If we try to fetch the service
        // again with the workbenchWindow, it may fail if the window is
        // already closed. | ReverseToggleCommandHandler.java","[1, 0, 0, 0, 0, 0, 0]"
10244,ReverseToggleCommandHandler.java," // This constructor might be called after the launch, so we must refresh here too.
               // This can happen if we activate the action set after the launch.",0," // This constructor might be called after the launch, so we must refresh here too.
               // This can happen if we activate the action set after the launch. | ReverseToggleCommandHandler.java","[1, 0, 0, 0, 0, 0, 0]"
10245,ReverseToggleCommandHandler.java," // The below logic allows us to keep the checked state of the toggle button
    // properly set.  This is because in some case, the checked state may change
    // without the user actually pressing the button.  For instance, if we restart
    // the inferior, the toggle may automatically turn off.
    // To figure this out, whenever a debug context changes, we make sure we are
    // showing the proper checked state.",0," // The below logic allows us to keep the checked state of the toggle button
    // properly set.  This is because in some case, the checked state may change
    // without the user actually pressing the button.  For instance, if we restart
    // the inferior, the toggle may automatically turn off.
    // To figure this out, whenever a debug context changes, we make sure we are
    // showing the proper checked state. | ReverseToggleCommandHandler.java","[0, 0, 1, 0, 0, 0, 0]"
10247,TestWordStats.java,"/**
   * Modified internal test class that is designed to read all the files in the
   * input directory, and find the standard deviation between all of the word
   * lengths.
   */",0,"/**
   * Modified internal test class that is designed to read all the files in the
   * input directory, and find the standard deviation between all of the word
   * lengths.
   */ | TestWordStats.java","[0, 0, 1, 0, 0, 0, 0]"
10248,TestWordStats.java," /**
   * Modified internal test class that is designed to read all the files in the
   * input directory, and find the median length of all the words.
   */",0," /**
   * Modified internal test class that is designed to read all the files in the
   * input directory, and find the median length of all the words.
   */ | TestWordStats.java","[1, 0, 0, 0, 0, 0, 0]"
10250,TestWordStats.java,"@param dir
   *          The directory to delete.",0,"@param dir
   *          The directory to delete. | TestWordStats.java","[0, 0, 0, 1, 0, 0, 0]"
10251,TestWordStats.java,   * @return Returns whether the deletion was successful or not.,0,   * @return Returns whether the deletion was successful or not. | TestWordStats.java,"[0, 0, 0, 1, 0, 0, 0]"
10253,TestWordStats.java,    // outputs MUST match,0,    // outputs MUST match | TestWordStats.java,"[1, 0, 0, 0, 0, 0, 0]"
10254,TestWordStats.java,    // outputs MUST match,0,    // outputs MUST match | TestWordStats.java,"[1, 0, 0, 0, 0, 0, 0]"
10256,TestWordStats.java,"Internal class designed to delete the output directory. Meant solely for
   * use before and after the test is run; this is so next iterations of the
   * test do not encounter a ""file already exists"" error.",0,"Internal class designed to delete the output directory. Meant solely for
   * use before and after the test is run; this is so next iterations of the
   * test do not encounter a ""file already exists"" error. | TestWordStats.java","[0, 0, 0, 0, 0, 0, 1]"
10257,RegistryOperationsFactory.java,   * @return a registry operations instance,0,   * @return a registry operations instance | RegistryOperationsFactory.java,"[0, 0, 0, 1, 0, 0, 0]"
10259,RegistryOperationsFactory.java,   * @return a registry operations instance,0,   * @return a registry operations instance | RegistryOperationsFactory.java,"[0, 0, 0, 1, 0, 0, 0]"
10260,RegistryOperationsFactory.java,   * @param conf configuration,0,   * @param conf configuration | RegistryOperationsFactory.java,"[0, 0, 0, 1, 0, 0, 0]"
10263,RegistryOperationsFactory.java,   * @param conf configuration,0,   * @param conf configuration | RegistryOperationsFactory.java,"[0, 0, 0, 1, 0, 0, 0]"
10265,RegistryOperationsFactory.java,   * @param jaasContext the JAAS context of the account.,0,   * @param jaasContext the JAAS context of the account. | RegistryOperationsFactory.java,"[0, 0, 0, 1, 0, 0, 0]"
10266,RegistryOperationsFactory.java,   * @param conf configuration,0,   * @param conf configuration | RegistryOperationsFactory.java,"[0, 0, 0, 1, 0, 0, 0]"
10270,RegistryOperationsFactory.java,"  * Create and initialize an operations instance authenticated with write
   * access via an <code>id:password</code> pair.",0,"  * Create and initialize an operations instance authenticated with write
   * access via an <code>id:password</code> pair. | RegistryOperationsFactory.java","[1, 0, 0, 0, 0, 0, 0]"
10271,RegistryOperationsFactory.java,"   * Create and initialize an secure, Kerberos-authenticated instance.",0,"   * Create and initialize an secure, Kerberos-authenticated instance. | RegistryOperationsFactory.java","[1, 0, 0, 0, 0, 0, 0]"
10272,RegistryOperationsFactory.java,   * The user identity will be inferred from the current user,0,   * The user identity will be inferred from the current user | RegistryOperationsFactory.java,"[1, 0, 0, 0, 0, 0, 0]"
10273,RegistryOperationsFactory.java," The authentication of this instance will expire when any kerberos
   * tokens needed to authenticate with the registry infrastructure expire.",0," The authentication of this instance will expire when any kerberos
   * tokens needed to authenticate with the registry infrastructure expire. | RegistryOperationsFactory.java","[1, 0, 0, 0, 0, 0, 0]"
10274,RegistryOperationsFactory.java," Create and initialize an anonymous read/write registry operations instance.
   * In a secure cluster, this instance will only have read access to the
   * registry.",0," Create and initialize an anonymous read/write registry operations instance.
   * In a secure cluster, this instance will only have read access to the
   * registry. | RegistryOperationsFactory.java","[1, 0, 0, 0, 0, 0, 0]"
10275,RegistryOperationsFactory.java,"Create and initialize a registry operations instance.
   * Access rights will be determined from the configuration",0,"Create and initialize a registry operations instance.
   * Access rights will be determined from the configuration | RegistryOperationsFactory.java","[1, 0, 0, 0, 0, 0, 0]"
10276,RegistryOperationsFactory.java,"Create and initialize a registry operations instance.
   * Access writes will be determined from the configuration",0,"Create and initialize a registry operations instance.
   * Access writes will be determined from the configuration | RegistryOperationsFactory.java","[1, 0, 0, 0, 0, 0, 0]"
10277,RegistryOperationsFactory.java," A factory for registry operation service instances.
 * <p>
 * <i>Each created instance will be returned initialized.</i>
 * <p>
 * That is, the service will have had <code>Service.init(conf)</code> applied
 * to it —possibly after the configuration has been modified to
 * support the specific binding/security mechanism used",0," A factory for registry operation service instances.
 * <p>
 * <i>Each created instance will be returned initialized.</i>
 * <p>
 * That is, the service will have had <code>Service.init(conf)</code> applied
 * to it —possibly after the configuration has been modified to
 * support the specific binding/security mechanism used | RegistryOperationsFactory.java","[0, 0, 1, 0, 0, 0, 0]"
10278,ReturnStyleChecker.java," Contributors:
 * Marc-Andre Laperle - Initial API and implementation",0," Contributors:
 * Marc-Andre Laperle - Initial API and implementation | ReturnStyleChecker.java","[0, 1, 0, 0, 0, 0, 0]"
10279,package-info.java,"/**
 * IO codecs used for compression.
 */",0,"/**
 * IO codecs used for compression.
 */ | package-info.java","[1, 0, 0, 0, 0, 0, 0]"
10281,TemplateInstanceUtil.java, * For implementation re-use in the absence of multiple inheritance.,0, * For implementation re-use in the absence of multiple inheritance. | TemplateInstanceUtil.java,"[1, 0, 0, 0, 0, 0, 0]"
10284,ForwardingCheckedFuture.java,@code get,0,@code get | ForwardingCheckedFuture.java,"[0, 0, 0, 0, 1, 0, 0]"
10285,ForwardingCheckedFuture.java,@code checkedGet,0,@code checkedGet | ForwardingCheckedFuture.java,"[0, 0, 0, 0, 1, 0, 0]"
10286,ForwardingCheckedFuture.java,@link ForwardingCheckedFuture,0,@link ForwardingCheckedFuture | ForwardingCheckedFuture.java,"[0, 0, 0, 0, 1, 0, 0]"
10287,ForwardingCheckedFuture.java,@link CheckedFuture,0,@link CheckedFuture | ForwardingCheckedFuture.java,"[0, 0, 0, 0, 1, 0, 0]"
10288,ForwardingCheckedFuture.java, * @author Anthony Zana,0, * @author Anthony Zana | ForwardingCheckedFuture.java,"[0, 1, 0, 0, 0, 0, 0]"
10289,ForwardingCheckedFuture.java, * @since 9.0,0, * @since 9.0 | ForwardingCheckedFuture.java,"[0, 0, 0, 1, 0, 0, 0]"
10290,ForwardingCheckedFuture.java, * @param <V> The result type returned by this Future's {@code get} method,0, * @param <V> The result type returned by this Future's {@code get} method | ForwardingCheckedFuture.java,"[0, 0, 0, 1, 0, 0, 0]"
10292,ForwardingCheckedFuture.java,   * @since 9.0,0,   * @since 9.0 | ForwardingCheckedFuture.java,"[0, 0, 0, 1, 0, 0, 0]"
10294,ForwardingCheckedFuture.java,"A future which forwards all its method calls to another future. Subclasses should override one or
 * more methods to modify the behavior of the backing future as desired per the <a href=
 * ""http://en.wikipedia.org/wiki/Decorator_pattern"">decorator pattern</a>.",0,"A future which forwards all its method calls to another future. Subclasses should override one or
 * more methods to modify the behavior of the backing future as desired per the <a href=
 * ""http://en.wikipedia.org/wiki/Decorator_pattern"">decorator pattern</a>. | ForwardingCheckedFuture.java","[0, 0, 1, 0, 0, 0, 0]"
10296,TestRestCsrfPreventionFilter.java,    // Setup the configuration settings of the server,0,    // Setup the configuration settings of the server | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10298,TestRestCsrfPreventionFilter.java,    // Objects to verify interactions based on request,0,    // Objects to verify interactions based on request | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10300,TestRestCsrfPreventionFilter.java,    // Setup the configuration settings of the server,0,    // Setup the configuration settings of the server | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10302,TestRestCsrfPreventionFilter.java,    // Objects to verify interactions based on request,0,    // Objects to verify interactions based on request | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10304,TestRestCsrfPreventionFilter.java,    // Setup the configuration settings of the server,0,    // Setup the configuration settings of the server | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10305,TestRestCsrfPreventionFilter.java,    // CSRF has not been sent,0,    // CSRF has not been sent | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10306,TestRestCsrfPreventionFilter.java,    // Objects to verify interactions based on request,0,    // Objects to verify interactions based on request | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10307,TestRestCsrfPreventionFilter.java,    // Object under test,0,    // Object under test | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10309,TestRestCsrfPreventionFilter.java,    // CSRF HAS been sent,0,    // CSRF HAS been sent | TestRestCsrfPreventionFilter.java,"[1, 0, 0, 0, 0, 0, 0]"
10313,CHProviderManager.java," Maintains a list of extensions implementing the org.eclipse.cdt.ui.callHierarchyProviders
 * extension point.",0," Maintains a list of extensions implementing the org.eclipse.cdt.ui.callHierarchyProviders
 * extension point. | CHProviderManager.java","[1, 0, 0, 0, 0, 0, 0]"
10314,AuthenticationFilter.java,@link AuthenticationFilter,0,@link AuthenticationFilter | AuthenticationFilter.java,"[0, 0, 0, 0, 1, 0, 0]"
10315,AuthenticationFilter.java,@link AuthenticationHandler,0,@link AuthenticationHandler | AuthenticationFilter.java,"[0, 0, 0, 0, 1, 0, 0]"
10316,AuthenticationFilter.java,@link AuthenticationToken,0,@link AuthenticationToken | AuthenticationFilter.java,"[0, 0, 0, 0, 1, 0, 0]"
10317,AuthenticationFilter.java,@link AuthenticationHandler,0,@link AuthenticationHandler | AuthenticationFilter.java,"[0, 0, 0, 0, 1, 0, 0]"
10319,AuthenticationFilter.java,@link ZKSignerSecretProvider,0,@link ZKSignerSecretProvider | AuthenticationFilter.java,"[0, 0, 0, 0, 1, 0, 0]"
10320,AuthenticationFilter.java,"@link
   * AuthenticationHandler",0,"@link
   * AuthenticationHandler | AuthenticationFilter.java","[0, 0, 0, 0, 1, 0, 0]"
10322,AuthenticationFilter.java,   * @param resp the response object.,0,   * @param resp the response object. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10323,AuthenticationFilter.java,   * @param token authentication token for the cookie.,0,   * @param token authentication token for the cookie. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10326,AuthenticationFilter.java," @param expires UNIX timestamp that indicates the expire date of the
   *                cookie. It has no effect if its value &lt; 0.",0," @param expires UNIX timestamp that indicates the expire date of the
   *                cookie. It has no effect if its value &lt; 0. | AuthenticationFilter.java","[0, 0, 0, 1, 0, 0, 0]"
10327,AuthenticationFilter.java,   * @param isSecure is the cookie secure?,0,   * @param isSecure is the cookie secure? | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10328,AuthenticationFilter.java,   * @param isCookiePersistent whether the cookie is persistent or not.,0,   * @param isCookiePersistent whether the cookie is persistent or not. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10329,AuthenticationFilter.java,   * @param response the response object.,0,   * @param response the response object. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10330,AuthenticationFilter.java,   * @param request the request object.,0,   * @param request the request object. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10331,AuthenticationFilter.java,   * @param filterChain the filter chain object.,0,   * @param filterChain the filter chain object. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10332,AuthenticationFilter.java,"          // If cookie persistence is configured to false,",0,"          // If cookie persistence is configured to false, | AuthenticationFilter.java","[0, 0, 0, 0, 0, 0, 1]"
10333,AuthenticationFilter.java,"          // If the token is an old one, renew the its maxInactiveInterval.",0,"          // If the token is an old one, renew the its maxInactiveInterval. | AuthenticationFilter.java","[0, 0, 0, 0, 0, 0, 1]"
